Date,High,Low,Open,Close,Volume,QuoteVolume,WeightedAverage
Mon Mar 25 2019 16:30:00 GMT+0530 (IST),0.03406484,0.03402001,0.03402699,0.03403615,0.81045829,23.81765653,0.03402762
Mon Mar 25 2019 16:35:00 GMT+0530 (IST),0.03407,0.03403081,0.03404721,0.03403081,0.61561017,18.06905598,0.03406985
Mon Mar 25 2019 16:40:00 GMT+0530 (IST),0.03406178,0.03402027,0.03403451,0.03406178,0.01776262,0.52150613,0.03406023
Mon Mar 25 2019 16:45:00 GMT+0530 (IST),0.03407,0.03406178,0.03406999,0.03406178,0.2258699,6.63075401,0.03406398
Mon Mar 25 2019 16:50:00 GMT+0530 (IST),0.03407,0.0340401,0.03406178,0.0340401,0.04947338,1.45290344,0.03405139
Mon Mar 25 2019 16:55:00 GMT+0530 (IST),0.03404014,0.03395875,0.03404014,0.03401928,2.79602771,82.19285568,0.03401789
Mon Mar 25 2019 17:00:00 GMT+0530 (IST),0.034065,0.03401921,0.03401921,0.034065,0.01102148,0.32370454,0.03404798
Mon Mar 25 2019 17:05:00 GMT+0530 (IST),0.03406687,0.03403105,0.03403105,0.034055,0.08697616,2.55414491,0.03405294
Mon Mar 25 2019 17:10:00 GMT+0530 (IST),0.03405,0.03405,0.03405,0.03405,0.00034052,0.01000078,0.03405
Mon Mar 25 2019 17:15:00 GMT+0530 (IST),0.03406,0.03404501,0.03405,0.03404501,0.63100349,18.5290413,0.03405483
Mon Mar 25 2019 17:20:00 GMT+0530 (IST),0.03406,0.034045,0.03404504,0.034045,0.54093693,15.88872116,0.03404534
Mon Mar 25 2019 17:25:00 GMT+0530 (IST),0.03406,0.034045,0.03406,0.03404502,0.28749357,8.44406859,0.0340468
Mon Mar 25 2019 17:30:00 GMT+0530 (IST),0.03406,0.03404001,0.03406,0.03406,0.00133157,0.03909508,0.03405998
Mon Mar 25 2019 17:35:00 GMT+0530 (IST),0.03406687,0.03405,0.03405501,0.03406,0.5575447,16.36952062,0.03405992
Mon Mar 25 2019 17:40:00 GMT+0530 (IST),0.03406687,0.03405559,0.034065,0.03405559,0.11734079,3.44469637,0.03406419
Mon Mar 25 2019 17:45:00 GMT+0530 (IST),0.03406687,0.034035,0.03405559,0.034065,0.20756225,6.09342829,0.03406329
Mon Mar 25 2019 17:50:00 GMT+0530 (IST),0.03404997,0.03402138,0.03404997,0.03402138,0.00001837,0.00054008,0.03402568
Mon Mar 25 2019 17:55:00 GMT+0530 (IST),0.034045,0.03398833,0.03403125,0.03401563,0.11057896,3.24870205,0.03403789
Mon Mar 25 2019 18:00:00 GMT+0530 (IST),0.03405997,0.03402,0.034025,0.03404733,0.07606326,2.23390873,0.0340494
Mon Mar 25 2019 18:05:00 GMT+0530 (IST),0.03404733,0.03404733,0.03404733,0.03404733,0.00002324,0.00068278,0.03404733
Mon Mar 25 2019 18:10:00 GMT+0530 (IST),0.03404733,0.034005,0.03404733,0.03401,0.15262658,4.48586134,0.03402391
Mon Mar 25 2019 18:15:00 GMT+0530 (IST),0.03405996,0.034015,0.034015,0.03405996,0.0030109,0.08850383,0.03402003
Mon Mar 25 2019 18:20:00 GMT+0530 (IST),0.03403,0.03400498,0.034025,0.0340193,0.16803652,4.9380814,0.0340287
Mon Mar 25 2019 18:25:00 GMT+0530 (IST),0.034025,0.033995,0.034025,0.03399502,3.42141394,100.62927754,0.03400018
Mon Mar 25 2019 18:30:00 GMT+0530 (IST),0.03401,0.03399154,0.03399502,0.03399154,0.0346539,1.01900755,0.0340075
Mon Mar 25 2019 18:35:00 GMT+0530 (IST),0.03404,0.03399,0.03400497,0.033995,12.60521774,370.47670401,0.03402431
Mon Mar 25 2019 18:40:00 GMT+0530 (IST),0.03402,0.03398,0.03400549,0.03398,0.12901041,3.79576308,0.033988
Mon Mar 25 2019 18:45:00 GMT+0530 (IST),0.03400996,0.03398,0.03398002,0.0339908,0.12683574,3.73263567,0.0339802
Mon Mar 25 2019 18:50:00 GMT+0530 (IST),0.034015,0.03398001,0.034005,0.03398001,0.12330201,3.62599253,0.03400503
Mon Mar 25 2019 18:55:00 GMT+0530 (IST),0.03398358,0.03398345,0.03398345,0.03398358,0.00001201,0.00035369,0.03398357
Mon Mar 25 2019 19:00:00 GMT+0530 (IST),0.03402078,0.03398004,0.03398361,0.03398004,0.04090224,1.20337426,0.03398963
Mon Mar 25 2019 19:05:00 GMT+0530 (IST),0.034015,0.03398001,0.03398268,0.03398008,0.0073204,0.21521605,0.03401419
Mon Mar 25 2019 19:10:00 GMT+0530 (IST),0.03404956,0.03398005,0.03400183,0.03404956,0.04196273,1.2338513,0.03400955
Mon Mar 25 2019 19:15:00 GMT+0530 (IST),0.03404746,0.03398597,0.03404746,0.03399968,0.0215667,0.63412443,0.0340102
Mon Mar 25 2019 19:20:00 GMT+0530 (IST),0.03404,0.03399953,0.03402191,0.034025,0.86156636,25.31778557,0.03403008
Mon Mar 25 2019 19:25:00 GMT+0530 (IST),0.03403,0.03399999,0.03399999,0.034024,0.02389449,0.70221761,0.03402719
Mon Mar 25 2019 19:30:00 GMT+0530 (IST),0.03403,0.034024,0.034024,0.034024,0.02185323,0.64218363,0.03402957
Mon Mar 25 2019 19:35:00 GMT+0530 (IST),0.03403194,0.03399995,0.034024,0.03399996,0.96500055,28.38171195,0.03400078
Mon Mar 25 2019 19:40:00 GMT+0530 (IST),0.03400082,0.03399996,0.03399996,0.03399999,0.00001259,0.00037056,0.03399998
Mon Mar 25 2019 19:45:00 GMT+0530 (IST),0.03401678,0.03400001,0.03401678,0.03400001,0.00003428,0.00100828,0.03400066
Mon Mar 25 2019 19:50:00 GMT+0530 (IST),0.03400004,0.03399995,0.03400004,0.03399995,0.00006511,0.00191528,0.03399995
Mon Mar 25 2019 19:55:00 GMT+0530 (IST),0.03401499,0.03399995,0.03399995,0.03399995,0.00003609,0.00106137,0.03400456
Mon Mar 25 2019 20:00:00 GMT+0530 (IST),0.03401489,0.03394767,0.03399995,0.03394767,0.28275644,8.32058575,0.03398275
Mon Mar 25 2019 20:05:00 GMT+0530 (IST),0.03396094,0.03393638,0.0339459,0.03394404,0.31543483,9.29259228,0.03394476
Mon Mar 25 2019 20:10:00 GMT+0530 (IST),0.03396094,0.0339363,0.03396094,0.03393635,5.10060988,150.29897279,0.03393642
Mon Mar 25 2019 20:15:00 GMT+0530 (IST),0.03399,0.03393649,0.03393649,0.03398865,0.81208703,23.89664971,0.0339833
Mon Mar 25 2019 20:20:00 GMT+0530 (IST),0.03396056,0.03393642,0.03396056,0.033945,0.24695622,7.27511343,0.03394534
Mon Mar 25 2019 20:25:00 GMT+0530 (IST),0.033945,0.03393644,0.033945,0.033945,0.21280309,6.26905595,0.03394499
Mon Mar 25 2019 20:30:00 GMT+0530 (IST),0.033945,0.03393642,0.033945,0.03393642,0.00367355,0.10822143,0.03394484
Mon Mar 25 2019 20:35:00 GMT+0530 (IST),0.03396056,0.03393642,0.03393644,0.03393644,0.07207257,2.12368872,0.03393744
Mon Mar 25 2019 20:40:00 GMT+0530 (IST),0.03397,0.03393642,0.03393642,0.03394,0.14573769,4.29303989,0.03394743
Mon Mar 25 2019 20:45:00 GMT+0530 (IST),0.0339746,0.03394,0.03395496,0.03394,0.10241676,3.0145098,0.03397459
Mon Mar 25 2019 20:50:00 GMT+0530 (IST),0.03395995,0.03394,0.03395,0.03395499,0.03700284,1.08979314,0.033954
Mon Mar 25 2019 20:55:00 GMT+0530 (IST),0.03395999,0.03391304,0.03394002,0.03391304,3.94486882,116.23507879,0.03393871
Mon Mar 25 2019 21:00:00 GMT+0530 (IST),0.033914,0.03384286,0.033914,0.03384762,0.57154212,16.8685303,0.03388215
Mon Mar 25 2019 21:05:00 GMT+0530 (IST),0.03388,0.03376,0.03385716,0.03379459,4.12823404,122.16882672,0.03379122
Mon Mar 25 2019 21:10:00 GMT+0530 (IST),0.03386336,0.03376771,0.03379137,0.03386336,0.17971891,5.31775158,0.03379603
Mon Mar 25 2019 21:15:00 GMT+0530 (IST),0.03388,0.0338114,0.03385079,0.0338114,1.39043576,41.04146771,0.0338788
Mon Mar 25 2019 21:20:00 GMT+0530 (IST),0.03384495,0.0337152,0.03384495,0.03372201,3.19159181,94.57861607,0.03374538
Mon Mar 25 2019 21:25:00 GMT+0530 (IST),0.0338,0.03372009,0.03374374,0.03379,0.2096459,6.20440099,0.03378987
Mon Mar 25 2019 21:30:00 GMT+0530 (IST),0.03377549,0.03368,0.03375634,0.03370833,1.07436784,31.8779077,0.03370258
Mon Mar 25 2019 21:35:00 GMT+0530 (IST),0.03375,0.03369501,0.03369501,0.03375,4.82937719,143.10520126,0.03374704
Mon Mar 25 2019 21:40:00 GMT+0530 (IST),0.03375,0.03374499,0.03374999,0.03375,0.42161439,12.49263973,0.03374902
Mon Mar 25 2019 21:45:00 GMT+0530 (IST),0.03379998,0.03375,0.03375,0.03379997,4.17404428,123.57512987,0.03377738
Mon Mar 25 2019 21:50:00 GMT+0530 (IST),0.03381146,0.03379997,0.03379997,0.03380387,1.6976709,50.2130582,0.03380935
Mon Mar 25 2019 21:55:00 GMT+0530 (IST),0.03380383,0.03379997,0.03380383,0.03379997,0.0049933,0.14773101,0.03379997
Mon Mar 25 2019 22:00:00 GMT+0530 (IST),0.03379997,0.03375001,0.03379997,0.03375001,0.02492073,0.73733535,0.03379837
Mon Mar 25 2019 22:05:00 GMT+0530 (IST),0.033805,0.033755,0.03375502,0.03380495,0.12252588,3.62595742,0.03379131
Mon Mar 25 2019 22:10:00 GMT+0530 (IST),0.03379996,0.03377,0.03379996,0.033785,0.01351694,0.40004735,0.03378835
Mon Mar 25 2019 22:15:00 GMT+0530 (IST),0.03388764,0.033799,0.03383,0.03388764,12.29469166,363.26097867,0.03384534
Mon Mar 25 2019 22:20:00 GMT+0530 (IST),0.03383998,0.033799,0.033799,0.03383998,0.002375,0.07026645,0.03380002
Mon Mar 25 2019 22:25:00 GMT+0530 (IST),0.03383,0.033811,0.03382994,0.033811,0.74342128,21.98678944,0.03381217
Mon Mar 25 2019 22:30:00 GMT+0530 (IST),0.033811,0.033811,0.033811,0.033811,0.09379881,2.77420993,0.033811
Mon Mar 25 2019 22:35:00 GMT+0530 (IST),0.033811,0.03377,0.033811,0.033795,3.04564232,90.14199906,0.03378716
Mon Mar 25 2019 22:40:00 GMT+0530 (IST),0.033811,0.03376505,0.033795,0.03376505,0.89666673,26.53252741,0.03379499
Mon Mar 25 2019 22:45:00 GMT+0530 (IST),0.0338,0.03376498,0.0338,0.03376498,0.59182713,17.52041432,0.03377928
Mon Mar 25 2019 22:50:00 GMT+0530 (IST),0.0338,0.03376499,0.03376997,0.03379,4.99602707,147.87871198,0.03378462
Mon Mar 25 2019 22:55:00 GMT+0530 (IST),0.03381095,0.03378495,0.033785,0.03378498,0.08794062,2.60295132,0.03378496
Mon Mar 25 2019 23:00:00 GMT+0530 (IST),0.03379,0.03378498,0.03378498,0.03378498,0.0036076,0.10676575,0.03378988
Mon Mar 25 2019 23:05:00 GMT+0530 (IST),0.03379471,0.03378498,0.03379471,0.033785,0.01109954,0.32844031,0.03379469
Mon Mar 25 2019 23:10:00 GMT+0530 (IST),0.03379998,0.033785,0.033785,0.03379994,0.04972958,1.47129222,0.03379993
Mon Mar 25 2019 23:15:00 GMT+0530 (IST),0.03381,0.03379994,0.03379994,0.03381,0.00142254,0.04208708,0.03379994
Mon Mar 25 2019 23:20:00 GMT+0530 (IST),0.033815,0.033805,0.033815,0.03381499,0.00000366,0.00010829,0.03380713
Mon Mar 25 2019 23:25:00 GMT+0530 (IST),0.03381484,0.033785,0.03381484,0.033785,0.79571821,23.54610965,0.03379404
Mon Mar 25 2019 23:30:00 GMT+0530 (IST),0.03378998,0.03377,0.033785,0.03377,1.33924702,39.65230145,0.03377476
Mon Mar 25 2019 23:35:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Mon Mar 25 2019 23:40:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Mon Mar 25 2019 23:45:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Mon Mar 25 2019 23:50:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Mon Mar 25 2019 23:55:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:00:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:05:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:10:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:15:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:20:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:25:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:30:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:35:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:40:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:45:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:50:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 00:55:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:00:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:05:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:10:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:15:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:20:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:25:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:30:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:35:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:40:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:45:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:50:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 01:55:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:00:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:05:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:10:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:15:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:20:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:25:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:30:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:35:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:40:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:45:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:50:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 02:55:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:00:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:05:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:10:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:15:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:20:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:25:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:30:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:35:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:40:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:45:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:50:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 03:55:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 04:00:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 04:05:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 04:10:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 04:15:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 04:20:00 GMT+0530 (IST),0.03377,0.03377,0.03377,0.03377,0,0,0.03377
Tue Mar 26 2019 04:25:00 GMT+0530 (IST),0.03398919,0.033815,0.033815,0.03398919,2.17222595,64.11003906,0.03388277
Tue Mar 26 2019 04:30:00 GMT+0530 (IST),0.03409999,0.034,0.034,0.03400109,0.50220175,14.75898816,0.03402684
Tue Mar 26 2019 04:35:00 GMT+0530 (IST),0.03409996,0.0340015,0.03400151,0.03409996,1.83198945,53.80963932,0.03404574
Tue Mar 26 2019 04:40:00 GMT+0530 (IST),0.03405049,0.03400748,0.03405049,0.03400823,0.13462674,3.95864507,0.03400828
Tue Mar 26 2019 04:45:00 GMT+0530 (IST),0.03409988,0.03400904,0.03402788,0.03400904,0.12294342,3.61356258,0.03402277
Tue Mar 26 2019 04:50:00 GMT+0530 (IST),0.0340989,0.03409841,0.0340989,0.03409841,0.0047552,0.13945337,0.03409886
Tue Mar 26 2019 04:55:00 GMT+0530 (IST),0.03400949,0.03400949,0.03400949,0.03400949,0.03604301,1.05979297,0.03400949
Tue Mar 26 2019 05:00:00 GMT+0530 (IST),0.0341,0.03408552,0.03408552,0.0341,0.03565747,1.04602537,0.03408854
Tue Mar 26 2019 05:05:00 GMT+0530 (IST),0.0340511,0.0340511,0.0340511,0.0340511,0.0681022,2,0.0340511
Tue Mar 26 2019 05:10:00 GMT+0530 (IST),0.03409996,0.03406132,0.03406132,0.03409992,0.17196837,5.04310958,0.03409967
Tue Mar 26 2019 05:15:00 GMT+0530 (IST),0.03406,0.03397171,0.03406,0.03397171,0.1431113,4.20628701,0.03402319
Tue Mar 26 2019 05:20:00 GMT+0530 (IST),0.03397171,0.03397171,0.03397171,0.03397171,0,0,0.03397171
Tue Mar 26 2019 05:25:00 GMT+0530 (IST),0.03407825,0.03407825,0.03407825,0.03407825,0.02762933,0.81076151,0.03407825
Tue Mar 26 2019 05:30:00 GMT+0530 (IST),0.0340646,0.03398305,0.03398305,0.0340646,0.01119352,0.32936071,0.03398561
Tue Mar 26 2019 05:35:00 GMT+0530 (IST),0.03406447,0.03398394,0.03398408,0.03406447,1.42819372,42.01355125,0.03399364
Tue Mar 26 2019 05:40:00 GMT+0530 (IST),0.03407138,0.03398845,0.03407138,0.03398845,0.0062533,0.18355412,0.03406793
Tue Mar 26 2019 05:45:00 GMT+0530 (IST),0.03407825,0.03398888,0.03398888,0.03407824,0.32628318,9.57453968,0.03407821
Tue Mar 26 2019 05:50:00 GMT+0530 (IST),0.03407825,0.03399584,0.03407824,0.03399658,0.33442304,9.81388255,0.03407652
Tue Mar 26 2019 05:55:00 GMT+0530 (IST),0.03400678,0.03399811,0.03399811,0.03400101,0.00027175,0.00799253,0.03400164
Tue Mar 26 2019 06:00:00 GMT+0530 (IST),0.03407769,0.03400678,0.03400678,0.03400808,0.00974504,0.28603858,0.03406898
Tue Mar 26 2019 06:05:00 GMT+0530 (IST),0.03407,0.03401121,0.03401121,0.03407,0.01327822,0.38973411,0.03406996
Tue Mar 26 2019 06:10:00 GMT+0530 (IST),0.03407825,0.03406999,0.03406999,0.03407825,0.38818853,11.39162569,0.03407665
Tue Mar 26 2019 06:15:00 GMT+0530 (IST),0.0341,0.03407824,0.03407825,0.0341,0.05640296,1.65425025,0.03409578
Tue Mar 26 2019 06:20:00 GMT+0530 (IST),0.03410169,0.03409999,0.03409999,0.03410169,0.180728,5.29993913,0.03410001
Tue Mar 26 2019 06:25:00 GMT+0530 (IST),0.03410169,0.03410169,0.03410169,0.03410169,0.0006316,0.01852113,0.03410169
Tue Mar 26 2019 06:30:00 GMT+0530 (IST),0.03412213,0.03407625,0.03407625,0.0341221,0.55842934,16.36562382,0.03412209
Tue Mar 26 2019 06:35:00 GMT+0530 (IST),0.03409701,0.03409004,0.03409004,0.03409701,0.00017911,0.00525399,0.0340914
Tue Mar 26 2019 06:40:00 GMT+0530 (IST),0.03412338,0.03409702,0.03409702,0.03409704,0.10361721,3.03819566,0.03410485
Tue Mar 26 2019 06:45:00 GMT+0530 (IST),0.03409716,0.0340971,0.0340971,0.03409716,0.00005415,0.00158838,0.0340971
Tue Mar 26 2019 06:50:00 GMT+0530 (IST),0.03412338,0.03410004,0.03412338,0.03410004,0.04734784,1.38754929,0.03412335
Tue Mar 26 2019 06:55:00 GMT+0530 (IST),0.03412672,0.03410013,0.03410013,0.03412672,0.01657271,0.48562315,0.03412669
Tue Mar 26 2019 07:00:00 GMT+0530 (IST),0.03412672,0.03412007,0.03412672,0.03412007,0.00901581,0.26418655,0.03412671
Tue Mar 26 2019 07:05:00 GMT+0530 (IST),0.03412675,0.03409703,0.03412,0.03409704,0.1789112,5.24673684,0.03409951
Tue Mar 26 2019 07:10:00 GMT+0530 (IST),0.03409701,0.03409701,0.03409701,0.03409701,0.00004814,0.00141214,0.03409701
Tue Mar 26 2019 07:15:00 GMT+0530 (IST),0.03409703,0.03409703,0.03409703,0.03409703,0.03046526,0.89348742,0.03409703
Tue Mar 26 2019 07:20:00 GMT+0530 (IST),0.03409701,0.03409701,0.03409701,0.03409701,0.00000429,0.00012611,0.03409701
Tue Mar 26 2019 07:25:00 GMT+0530 (IST),0.03409703,0.034055,0.03409701,0.03405519,0.17058846,5.00750979,0.03406652
Tue Mar 26 2019 07:30:00 GMT+0530 (IST),0.03412675,0.03402509,0.03406522,0.03402509,0.00868376,0.25455754,0.03411315
Tue Mar 26 2019 07:35:00 GMT+0530 (IST),0.03406,0.03402628,0.03406,0.03406,0.00035365,0.0103929,0.03402891
Tue Mar 26 2019 07:40:00 GMT+0530 (IST),0.03409996,0.03403501,0.03406,0.03403503,0.01698694,0.49873588,0.03405999
Tue Mar 26 2019 07:45:00 GMT+0530 (IST),0.03405,0.03404318,0.03404318,0.03405,0.01702855,0.50010457,0.03404999
Tue Mar 26 2019 07:50:00 GMT+0530 (IST),0.03411988,0.03405049,0.03411988,0.03405049,0.00325393,0.09537058,0.03411888
Tue Mar 26 2019 07:55:00 GMT+0530 (IST),0.03411305,0.03405068,0.03411298,0.03405092,0.00012535,0.003681,0.03405345
Tue Mar 26 2019 08:00:00 GMT+0530 (IST),0.03411988,0.03405118,0.03405124,0.03405118,0.00044457,0.01305587,0.03405189
Tue Mar 26 2019 08:05:00 GMT+0530 (IST),0.03406119,0.03406108,0.03406109,0.03406119,0.00005066,0.00148761,0.03406108
Tue Mar 26 2019 08:10:00 GMT+0530 (IST),0.0340713,0.03406145,0.0340713,0.0340713,0.09272059,2.72214568,0.03406158
Tue Mar 26 2019 08:15:00 GMT+0530 (IST),0.0340713,0.034061,0.034061,0.03406104,0.0009107,0.0267354,0.03406363
Tue Mar 26 2019 08:20:00 GMT+0530 (IST),0.0341118,0.034061,0.03406102,0.03406612,0.00004684,0.00137519,0.03406506
Tue Mar 26 2019 08:25:00 GMT+0530 (IST),0.03406612,0.03402285,0.03406612,0.03402504,0.11238388,3.30195159,0.03403559
Tue Mar 26 2019 08:30:00 GMT+0530 (IST),0.03412675,0.03402566,0.03402566,0.03405479,0.01249857,0.36655922,0.034097
Tue Mar 26 2019 08:35:00 GMT+0530 (IST),0.03411988,0.03405524,0.03405524,0.03410963,0.00170018,0.04983895,0.03411365
Tue Mar 26 2019 08:40:00 GMT+0530 (IST),0.03411981,0.034053,0.034053,0.03411969,0.17831792,5.2314064,0.03408604
Tue Mar 26 2019 08:45:00 GMT+0530 (IST),0.03412675,0.03406027,0.03411959,0.03412675,0.00009021,0.00264468,0.03411256
Tue Mar 26 2019 08:50:00 GMT+0530 (IST),0.03412675,0.03412675,0.03412675,0.03412675,0.00001881,0.00055142,0.03412675
Tue Mar 26 2019 08:55:00 GMT+0530 (IST),0.03412675,0.03407054,0.03407054,0.03411,0.0157323,0.46122484,0.03410984
Tue Mar 26 2019 09:00:00 GMT+0530 (IST),0.03412672,0.0340551,0.03405511,0.03412671,0.39003148,11.43436089,0.03411047
Tue Mar 26 2019 09:05:00 GMT+0530 (IST),0.03412672,0.03405618,0.03412672,0.03405646,0.00184261,0.05409368,0.03406336
Tue Mar 26 2019 09:10:00 GMT+0530 (IST),0.03415874,0.03406663,0.03412672,0.03406663,8.89565278,260.4623879,0.03415331
Tue Mar 26 2019 09:15:00 GMT+0530 (IST),0.03411985,0.0340613,0.03411985,0.0341,0.08876252,2.60594183,0.03406159
Tue Mar 26 2019 09:20:00 GMT+0530 (IST),0.0341,0.03406913,0.03406913,0.03409999,0.02384312,0.69921368,0.0340999
Tue Mar 26 2019 09:25:00 GMT+0530 (IST),0.0341,0.03405992,0.03406654,0.03405995,0.01938727,0.56918845,0.03406125
Tue Mar 26 2019 09:30:00 GMT+0530 (IST),0.03409999,0.03405475,0.03405478,0.03409996,0.00013891,0.00407879,0.03405803
Tue Mar 26 2019 09:35:00 GMT+0530 (IST),0.03409996,0.03405475,0.03409996,0.03409919,0.03401881,0.99894456,0.03405475
Tue Mar 26 2019 09:40:00 GMT+0530 (IST),0.03409847,0.03405475,0.03409825,0.03409847,0.00001255,0.00036841,0.03409082
Tue Mar 26 2019 09:45:00 GMT+0530 (IST),0.03409715,0.03405475,0.03409715,0.03406497,0.01071535,0.31427323,0.03409566
Tue Mar 26 2019 09:50:00 GMT+0530 (IST),0.03406497,0.03401501,0.03405475,0.03406497,0.17092018,5.02364783,0.03402312
